item_id,crop_path,caption,gender,category
id_00000826,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00000826/02_3_back.jpg,White jeans,MEN,Denim
id_00000826,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00000826/02_7_additional.jpg,A black t - shirt and white jeans,MEN,Denim
id_00000826,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00000826/03_1_front.jpg,A t-shirt,MEN,Denim
id_00000826,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00000826/03_4_full.jpg,Levi's® 511® Straight-leg jeans,MEN,Denim
id_00000826,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00000826/04_3_back.jpg,Denim jeans,MEN,Denim
id_00000867,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00000867/01_1_front.jpg,denim jeans,MEN,Denim
id_00000867,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00000867/01_2_side.jpg,Jeans,MEN,Denim
id_00000938,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00000938/02_1_front.jpg,a black leather jacket,MEN,Denim
id_00000938,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00000938/03_1_front.jpg,The red pants,MEN,Denim
id_00000938,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00000938/03_3_back.jpg,The red pants,MEN,Denim
id_00000938,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00000938/05_1_front.jpg,denim shirt,MEN,Denim
id_00000938,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00000938/05_2_side.jpg,Jeans,MEN,Denim
id_00000938,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00000938/05_3_back.jpg,Jeans,MEN,Denim
id_00001198,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00001198/01_1_front.jpg,White cotton shirt,MEN,Denim
id_00001198,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00001198/02_1_front.jpg,The white shirt and beige pants,MEN,Denim
id_00001198,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00001198/02_2_side.jpg,The white shirt,MEN,Denim
id_00001198,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00001198/02_3_back.jpg,The white shirt,MEN,Denim
id_00001198,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00001198/02_7_additional.jpg,A white shirt and khaki pants,MEN,Denim
id_00001198,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00001198/03_1_front.jpg,The white shirt and green pants,MEN,Denim
id_00001198,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00001198/03_2_side.jpg,The pants,MEN,Denim
id_00001198,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00001198/03_6_flat.jpg,pants,MEN,Denim
id_00001198,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00001198/04_3_back.jpg,The pants,MEN,Denim
id_00001198,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00001198/04_6_flat.jpg,pants,MEN,Denim
id_00001223,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00001223/01_2_side.jpg,The green jacket,MEN,Denim
id_00001223,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00001223/01_4_full.jpg,"A green jacket, blue shirt, and jeans",MEN,Denim
id_00002476,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00002476/01_1_front.jpg,A white long sleeve shirt,MEN,Denim
id_00002476,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00002476/01_2_side.jpg,Jeans,MEN,Denim
id_00002559,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00002559/01_2_side.jpg,Denim shorts,MEN,Denim
id_00002559,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00002559/01_4_full.jpg,A white t-shirt and blue jeans,MEN,Denim
id_00002559,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00002559/01_7_additional.jpg,Jeans,MEN,Denim
id_00002559,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00002559/03_3_back.jpg,Jeans,MEN,Denim
id_00002578,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00002578/01_2_side.jpg,Jeans,MEN,Denim
id_00002578,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00002578/01_3_back.jpg,The jeans,MEN,Denim
id_00002760,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00002760/01_4_full.jpg,"a green sweater, a blue sweater, a green sweater, a blue sweater, a green sweater, a blue sweater, a green sweater, a blue sweater, a green sweater, a blue sweater,",MEN,Denim
id_00002760,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00002760/01_7_additional.jpg,Levi's® 511® Straight-leg jeans,MEN,Denim
id_00002760,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00002760/04_1_front.jpg,Levi's® 511® Regular Fit® Slim Fit®,MEN,Denim
id_00002760,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00002760/04_2_side.jpg,Levi's® 511® Regular Fit Jeans,MEN,Denim
id_00002760,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00002760/04_3_back.jpg,Levi's® 501® Regular Fit Jeans,MEN,Denim
id_00002760,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00002760/04_4_full.jpg,The man is wearing a plaid shirt and jeans,MEN,Denim
id_00003074,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00003074/01_2_side.jpg,The black pants,MEN,Denim
id_00003074,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00003074/01_3_back.jpg,The black and white striped shirt,MEN,Denim
id_00003242,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00003242/01_2_side.jpg,The denim jeans,MEN,Denim
id_00003242,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00003242/01_3_back.jpg,The man is wearing a grey shirt and light blue jeans,MEN,Denim
id_00003252,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00003252/01_1_front.jpg,a grey t-shirt,MEN,Denim
id_00003252,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00003252/01_2_side.jpg,Jeans,MEN,Denim
id_00003341,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00003341/01_1_front.jpg,denim jogger pants,MEN,Denim
id_00003341,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00003341/01_2_side.jpg,The denim jogger pants,MEN,Denim
id_00003570,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00003570/01_1_front.jpg,The black distressed jeans,MEN,Denim
id_00003570,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00003570/01_2_side.jpg,The black jeans,MEN,Denim
id_00003734,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00003734/01_1_front.jpg,A black sweater,MEN,Denim
id_00003734,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00003734/01_2_side.jpg,The black sweater,MEN,Denim
id_00003845,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00003845/02_3_back.jpg,The black and white striped jogger pants,MEN,Denim
id_00003845,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00003845/02_4_full.jpg,Jeans,MEN,Denim
id_00004051,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00004051/01_2_side.jpg,Jeans,MEN,Denim
id_00004051,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00004051/01_4_full.jpg,A man wearing a red t-shirt and jeans,MEN,Denim
id_00004714,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00004714/01_1_front.jpg,The white sweatshirt,MEN,Denim
id_00004714,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00004714/01_2_side.jpg,Jeans,MEN,Denim
id_00004807,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00004807/01_1_front.jpg,a white button down shirt with a black and white striped pattern,MEN,Denim
id_00004807,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00004807/01_3_back.jpg,Jeans,MEN,Denim
id_00005608,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00005608/01_2_side.jpg,Jeans,MEN,Denim
id_00005608,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00005608/01_3_back.jpg,Jeans,MEN,Denim
id_00005724,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00005724/01_1_front.jpg,The white shirt and blue jeans,MEN,Denim
id_00005724,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00005724/01_2_side.jpg,The denim jeans,MEN,Denim
id_00005769,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00005769/02_1_front.jpg,A blazer,MEN,Denim
id_00005769,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00005769/02_3_back.jpg,The man is wearing a blue jacket and jeans,MEN,Denim
id_00005887,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00005887/01_1_front.jpg,Black jeans,MEN,Denim
id_00005887,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00005887/01_3_back.jpg,Jeans,MEN,Denim
id_00005887,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00005887/02_1_front.jpg,Jeans,MEN,Denim
id_00005887,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00005887/02_2_side.jpg,The denim jeans,MEN,Denim
id_00005887,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00005887/02_3_back.jpg,denim jeans,MEN,Denim
id_00005887,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00005887/02_4_full.jpg,Jeans,MEN,Denim
id_00005887,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00005887/02_7_additional.jpg,A white t - shirt and blue jeans,MEN,Denim
id_00006034,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00006034/01_2_side.jpg,Jeans,MEN,Denim
id_00006034,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00006034/01_4_full.jpg,denim jacket,MEN,Denim
id_00007216,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00007216/01_1_front.jpg,Jeans,MEN,Denim
id_00007216,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00007216/01_2_side.jpg,The denim jeans,MEN,Denim
id_00007524,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00007524/01_2_side.jpg,Jeans,MEN,Denim
id_00007524,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00007524/01_3_back.jpg,The denim jogger pants,MEN,Denim
id_00007524,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00007524/01_6_flat.jpg,denim jogger pants,MEN,Denim
id_00007570,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00007570/01_1_front.jpg,"a man wearing a grey sweater, blue jeans and a backpack",MEN,Denim
id_00007570,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00007570/01_2_side.jpg,Jeans,MEN,Denim
id_00007607,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00007607/01_1_front.jpg,A man wearing a black sweater and jeans,MEN,Denim
id_00007607,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Denim/id_00007607/01_6_flat.jpg,Levi's® 511® Slim-Fit® jeans,MEN,Denim
id_00000084,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00000084/04_1_front.jpg,The hooded jacket,MEN,Jackets_Vests
id_00000084,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00000084/05_2_side.jpg,A hooded jacket,MEN,Jackets_Vests
id_00000084,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00000084/05_3_back.jpg,hoodie,MEN,Jackets_Vests
id_00000084,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00000084/05_7_additional.jpg,hooded jacket,MEN,Jackets_Vests
id_00000084,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00000084/07_1_front.jpg,Red and black hooded jacket,MEN,Jackets_Vests
id_00000084,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00000084/07_2_side.jpg,Red and black hooded jacket,MEN,Jackets_Vests
id_00000084,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00000084/07_7_additional.jpg,Red and black varsity jacket,MEN,Jackets_Vests
id_00000084,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00000084/08_2_side.jpg,A hooded jacket,MEN,Jackets_Vests
id_00000094,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00000094/01_2_side.jpg,Black suit jacket,MEN,Jackets_Vests
id_00000094,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00000094/02_2_side.jpg,Suit,MEN,Jackets_Vests
id_00000094,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00000094/02_3_back.jpg,Suit,MEN,Jackets_Vests
id_00000094,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00000094/04_2_side.jpg,Suit,MEN,Jackets_Vests
id_00000094,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00000094/04_3_back.jpg,Suit,MEN,Jackets_Vests
id_00000094,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00000094/04_7_additional.jpg,Suit,MEN,Jackets_Vests
id_00000393,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00000393/01_2_side.jpg,Black bomber jacket,MEN,Jackets_Vests
id_00000393,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00000393/01_4_full.jpg,"A man wearing a black jacket, red shirt, black pants, black boots, and a red plaid shirt",MEN,Jackets_Vests
id_00000653,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00000653/01_1_front.jpg,A hooded jacket,MEN,Jackets_Vests
id_00000653,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00000653/01_2_side.jpg,a duffle coat,MEN,Jackets_Vests
id_00000653,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00000653/02_1_front.jpg,a duffle coat,MEN,Jackets_Vests
id_00000653,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00000653/02_3_back.jpg,The hooded jacket,MEN,Jackets_Vests
id_00000653,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00000653/02_4_full.jpg,A man wearing a navy blue jacket and jeans,MEN,Jackets_Vests
id_00000653,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00000653/04_1_front.jpg,The brown duffle coat,MEN,Jackets_Vests
id_00000653,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00000653/04_4_full.jpg,A brown coat,MEN,Jackets_Vests
id_00000763,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00000763/01_3_back.jpg,Men's hooded jacket,MEN,Jackets_Vests
id_00000763,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00000763/01_4_full.jpg,Men's hooded jacket,MEN,Jackets_Vests
id_00000946,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00000946/04_2_side.jpg,A black jacket with a hood,MEN,Jackets_Vests
id_00000946,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00000946/04_6_flat.jpg,black leather jacket,MEN,Jackets_Vests
id_00002268,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00002268/01_1_front.jpg,white quilted jacket,MEN,Jackets_Vests
id_00002268,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00002268/01_3_back.jpg,white and black striped tracksuit,MEN,Jackets_Vests
id_00002439,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00002439/01_3_back.jpg,The black vest,MEN,Jackets_Vests
id_00002439,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00002439/02_7_additional.jpg,A black vest,MEN,Jackets_Vests
id_00002439,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00002439/04_1_front.jpg,A black suit,MEN,Jackets_Vests
id_00002439,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00002439/04_2_side.jpg,black vest,MEN,Jackets_Vests
id_00002439,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00002439/04_4_full.jpg,A black suit,MEN,Jackets_Vests
id_00003311,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00003311/01_1_front.jpg,leather jacket,MEN,Jackets_Vests
id_00003311,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00003311/01_2_side.jpg,Leather jacket,MEN,Jackets_Vests
id_00004319,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00004319/01_3_back.jpg,Leather jacket,MEN,Jackets_Vests
id_00004319,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00004319/01_4_full.jpg,A black leather jacket,MEN,Jackets_Vests
id_00004319,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00004319/01_7_additional.jpg,Black leather jacket,MEN,Jackets_Vests
id_00004319,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00004319/03_1_front.jpg,Leather jacket,MEN,Jackets_Vests
id_00004319,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00004319/03_4_full.jpg,A leather jacket,MEN,Jackets_Vests
id_00004319,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00004319/03_6_flat.jpg,leather jacket,MEN,Jackets_Vests
id_00004606,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00004606/01_1_front.jpg,leather bomber jacket,MEN,Jackets_Vests
id_00004606,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00004606/01_2_side.jpg,Leather jacket,MEN,Jackets_Vests
id_00004672,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00004672/01_1_front.jpg,Black leather jacket,MEN,Jackets_Vests
id_00004672,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00004672/01_3_back.jpg,black leather jacket,MEN,Jackets_Vests
id_00006299,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00006299/01_2_side.jpg,a leather jacket,MEN,Jackets_Vests
id_00006299,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00006299/01_4_full.jpg,A man wearing a brown leather jacket and jeans,MEN,Jackets_Vests
id_00006299,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00006299/01_7_additional.jpg,Leather jacket,MEN,Jackets_Vests
id_00006299,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00006299/02_1_front.jpg,A jacket,MEN,Jackets_Vests
id_00006299,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00006299/02_2_side.jpg,A varsity jacket,MEN,Jackets_Vests
id_00006299,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00006299/03_4_full.jpg,A man wearing a green and brown jacket,MEN,Jackets_Vests
id_00006736,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00006736/01_3_back.jpg,The denim jacket,MEN,Jackets_Vests
id_00006736,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00006736/01_4_full.jpg,denim jacket,MEN,Jackets_Vests
id_00006736,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00006736/01_6_flat.jpg,denim jacket,MEN,Jackets_Vests
id_00006912,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00006912/06_1_front.jpg,a white suit,MEN,Jackets_Vests
id_00006912,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00006912/06_2_side.jpg,A white suit,MEN,Jackets_Vests
id_00006912,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00006912/06_3_back.jpg,The white suit,MEN,Jackets_Vests
id_00006912,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00006912/06_4_full.jpg,A man in a suit and shorts,MEN,Jackets_Vests
id_00006912,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00006912/08_3_back.jpg,Blue suit,MEN,Jackets_Vests
id_00006912,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00006912/08_7_additional.jpg,Blue blazer,MEN,Jackets_Vests
id_00006912,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00006912/09_2_side.jpg,A man in a pink suit,MEN,Jackets_Vests
id_00007247,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00007247/01_1_front.jpg,black denim jacket,MEN,Jackets_Vests
id_00007247,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00007247/01_6_flat.jpg,black denim jacket,MEN,Jackets_Vests
id_00007272,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00007272/01_1_front.jpg,The question is about the clothing item shown in the image,MEN,Jackets_Vests
id_00007272,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00007272/01_2_side.jpg,The question is: What clothing item is shown? Answer: The clothing item is shown in the image.,MEN,Jackets_Vests
id_00007324,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00007324/01_3_back.jpg,The jacket is shown in navy and white,MEN,Jackets_Vests
id_00007324,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00007324/01_7_additional.jpg,A man wearing a blue and white jacket,MEN,Jackets_Vests
id_00007324,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00007324/03_1_front.jpg,Men's varsity jacket,MEN,Jackets_Vests
id_00007324,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00007324/03_3_back.jpg,The jacket is shown in grey and white,MEN,Jackets_Vests
id_00007569,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00007569/01_1_front.jpg,An anorak,MEN,Jackets_Vests
id_00007569,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00007569/01_2_side.jpg,A man wearing a blue jacket and white pants,MEN,Jackets_Vests
id_00007569,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00007569/01_4_full.jpg,A man wearing a blue jacket and white pants,MEN,Jackets_Vests
id_00007569,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00007569/03_1_front.jpg,Anorak,MEN,Jackets_Vests
id_00007569,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00007569/03_4_full.jpg,The hoodie,MEN,Jackets_Vests
id_00007569,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00007569/04_1_front.jpg,Anorak,MEN,Jackets_Vests
id_00007569,/kaggle/input/datasets/svnsaisathvik/text-images/img/img/MEN/Jackets_Vests/id_00007569/04_3_back.jpg,Men's hooded jacket,MEN,Jackets_Vests
